patent_id,title,abstract,date.filing,date.granted
8423964,Automated level-based targeted test configuration,"Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Nullam tristique ullamcorper ultricies. Sed sit amet arcu lacus. Integer non orci in enim rutrum mattis. Suspendisse potenti. Praesent metus elit, accumsan vel lacinia eget, pretium vitae orci. In hac habitasse platea dictumst. Cras commodo consequat dui non sollicitudin. Etiam ac elementum magna. Quisque id massa tellus. Nulla a odio nec sapien pulvinar condimentum eget eget sem. Maecenas ultricies, sem id lacinia sagittis, nunc turpis convallis nunc, in commodo odio nisl vitae mi. Sed faucibus feugiat condimentum.",10/4/2006,9/3/2008
8423959,Techniques for coordinating and controlling debuggers in a simulation environment,"Maecenas aliquam venenatis metus, quis convallis justo mollis vel. Integer sed augue ante. Mauris eros mi, interdum et bibendum eu, rhoncus at elit. Praesent in faucibus risus. Curabitur volutpat nulla vitae lacus laoreet rutrum. Donec nulla lectus, faucibus vel faucibus ac, gravida at magna. Aliquam erat volutpat. Sed sem metus, vehicula nec imperdiet quis, volutpat sed sem. In sit amet lectus sed magna placerat lacinia vitae aliquam arcu. Nam ante dui, iaculis sit amet aliquam sed, tincidunt sit amet leo. Aliquam aliquet, elit laoreet consectetur ullamcorper, ante libero faucibus dolor, eu ornare ipsum elit a justo. Praesent euismod, elit gravida porta eleifend, arcu augue porttitor diam, ut malesuada erat sapien sed erat. Aliquam dictum facilisis commodo. Pellentesque non nibh nec orci auctor congue.",6/26/2006,5/26/2008
8423953,System and method for creating target byte code,"In hac habitasse platea dictumst. Nullam a diam vel nibh volutpat ultrices sit amet nec neque. Nam vel nisi lacus. Sed tempor metus vel dolor accumsan scelerisque. Duis dignissim, odio sed ultricies pellentesque, sapien felis lobortis leo, sollicitudin tincidunt elit libero pellentesque diam. Pellentesque sed mattis quam. Praesent elit lectus, rutrum non accumsan et, aliquam eget ante. Integer eu ligula ante.",3/18/2006,2/16/2008
8423946,"Circuitry having programmable power rails, architectures, apparatuses, and systems including the same, and methods and algorithms for programming and/or configuring power rails in an integrated circuit","Praesent vehicula iaculis lacus at euismod. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Proin sed mauris dolor, quis sodales justo. Nunc quis diam velit. Suspendisse sit amet lectus ac tellus pellentesque placerat. Nullam ac sem nulla. Morbi dictum libero id ipsum feugiat aliquet. Suspendisse malesuada, urna a pulvinar laoreet, enim nulla tincidunt nisl, ut euismod dui odio nec neque. Ut fermentum hendrerit velit nec accumsan. Vivamus non ante in lacus tincidunt tempus. Donec nulla orci, laoreet non tempor nec, tempor et dui. Curabitur et vehicula erat.",12/8/2005,11/8/2007
8423942,Fill patterning for symmetrical circuits,"Donec at neque et quam facilisis consequat. Maecenas malesuada neque ac urna vulputate tristique. Integer tempus auctor hendrerit. Vestibulum blandit iaculis enim, eget accumsan ipsum posuere non. Donec libero ligula, varius ac viverra vitae, convallis nec arcu. Maecenas gravida adipiscing quam nec lacinia. Morbi cursus purus in erat volutpat venenatis porttitor neque iaculis. Donec facilisis placerat nisl eu mollis. Fusce consequat tortor ut urna bibendum aliquet. Donec velit lacus, bibendum sagittis vulputate quis, pellentesque tincidunt quam.",8/30/2005,7/31/2007
8423941,Structural migration of integrated circuit layout,"Sed ut tincidunt justo. Aenean sit amet leo lorem. Donec feugiat massa eu metus dictum adipiscing dictum velit rutrum. Phasellus quis ligula arcu, ut pellentesque sem. Nulla facilisi. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Curabitur sagittis commodo quam sed posuere. Donec lectus nibh, accumsan non tincidunt id, pulvinar sed sem. Duis a velit eros, nec dignissim velit. Sed in ipsum tellus, in vulputate mauris. Donec quam sapien, vehicula sit amet pharetra ut, congue et dolor.",5/22/2005,4/22/2007
8423940,Early noise detection and noise aware routing in circuit design,"Duis ac elit ut felis tristique euismod sed nec tellus. Nam tempus, diam eu imperdiet accumsan, tellus ipsum pellentesque mi, sed posuere est lacus quis massa. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla eget arcu est, non tempus sem. Sed at porta metus. Morbi in purus massa. Duis eleifend, risus in egestas ultrices, nisi turpis semper lectus, vel ornare magna ante ac dui. In sollicitudin, mi id imperdiet accumsan, arcu massa tempor dui, rhoncus vulputate est odio et leo. Nam molestie euismod elit quis tincidunt. Vestibulum suscipit dapibus interdum. Nullam nisl lectus, condimentum pellentesque luctus eu, commodo tristique augue. Aliquam rutrum semper posuere. Suspendisse aliquam dolor sit amet sem euismod ut cursus lacus malesuada. Phasellus interdum porttitor lacinia. In nec est ipsum, ut dapibus sapien.",2/11/2005,1/12/2007
8423933,Staged scenario generation,"Phasellus adipiscing ornare sem, eget ullamcorper ante ornare eget. Aenean a neque eu ante molestie sollicitudin sit amet sed elit. Etiam vitae tincidunt nisi. Donec quis risus eget lorem elementum porttitor. Nullam ac nibh nunc. Etiam luctus, turpis sit amet feugiat mattis, eros leo porttitor justo, eget vehicula libero nunc nec orci. Sed tempor rutrum purus, vel consectetur libero congue non. Phasellus eget odio sed diam suscipit porta at eget eros. Aenean vehicula lorem sit amet nisl ultrices in ultrices risus consequat.",11/3/2004,10/4/2006
8423928,System and method for model based multi-patterning optimization,"Donec vestibulum lobortis massa, ac convallis massa placerat et. Nullam at vehicula libero. Aenean suscipit purus nec eros interdum in dictum neque pretium. Donec nulla metus, dapibus non vehicula in, porttitor nec dolor. Pellentesque convallis tristique felis pharetra ullamcorper. Vivamus tristique urna a lorem accumsan ullamcorper. Ut lacinia ligula tortor. Maecenas iaculis, augue non laoreet lobortis, velit leo viverra quam, et congue mi ipsum id nisl.",7/26/2004,6/26/2006
8423927,Simulation of the image projected by a mask,"Etiam convallis dui in eros vestibulum interdum. Curabitur dictum, odio nec rhoncus dignissim, tortor lorem condimentum dui, sed faucibus sem libero vitae est. Praesent arcu tortor, rhoncus vel mollis eleifend, rhoncus id elit. Maecenas a enim quis ipsum luctus volutpat sed at tortor. Nulla a quam quis nisi egestas condimentum. Morbi enim velit, laoreet ac tempus at, volutpat sed ipsum. Ut sed libero est, eu accumsan metus. Nullam nisi lorem, volutpat lacinia condimentum ac, accumsan in sapien. Fusce libero ipsum, pretium a condimentum vitae, luctus at metus. Ut consectetur adipiscing lorem at ornare. Pellentesque quis mauris sit amet odio aliquet lobortis. Nullam ante elit, eleifend a commodo ac, iaculis quis nulla.",4/17/2004,3/18/2006
8423926,Acceptance determining method of blank for EUV mask and manufacturing method of EUV mask,"Donec purus odio, congue quis varius at, aliquam eu lacus. Aenean lobortis tincidunt diam, eget ultrices tortor tincidunt et. Nam felis ligula, vestibulum ac placerat ut, malesuada quis lacus. Nulla ultricies, dolor et pharetra hendrerit, ipsum libero iaculis nunc, quis faucibus est est at dui. Nunc adipiscing venenatis viverra. Nam vulputate fermentum lacus, congue posuere libero cursus ut. Curabitur metus nisl, consequat sed cursus condimentum, congue ac tortor. Aenean sapien lorem, laoreet et sodales vitae, cursus vel odio. Phasellus adipiscing dui a risus fringilla nec condimentum nisi faucibus. Nulla bibendum malesuada leo at viverra. Vestibulum id magna neque. Duis luctus blandit pharetra. Donec ut orci condimentum ante facilisis porta. Integer fermentum ullamcorper purus, a fringilla massa pharetra at.",1/8/2004,12/8/2005
8423923,Optical proximity correction method,"Nunc eget magna vel risus tincidunt blandit vitae vitae risus. Ut a ante massa. In sed ornare sapien. Aenean luctus, odio sit amet fermentum pellentesque, nunc nulla viverra nunc, ut pellentesque ante ligula sed arcu. Vestibulum eget consequat orci. Integer orci mauris, sodales in auctor sit amet, elementum vitae sem. Vivamus vitae posuere tellus. Curabitur interdum, odio vitae pulvinar blandit, lectus justo euismod est, non facilisis lectus dui at turpis. Nulla rhoncus orci vitae metus malesuada faucibus. Suspendisse ante nunc, cursus eu accumsan quis, porta eu ligula.",9/30/2003,8/30/2005
8423922,Photomask designing method and photomask designing program,"Proin quis orci mauris. Etiam ac nibh nec odio ultrices pulvinar nec ut metus. Pellentesque ipsum diam, convallis vel euismod vitae, vehicula nec nunc. Nullam egestas nisl nec turpis volutpat nec porttitor orci blandit. Proin eget sollicitudin nisl. Fusce bibendum sagittis odio in imperdiet. Aliquam tempor diam sit amet enim viverra at blandit nunc egestas. Fusce commodo sagittis ornare. In in erat vitae lectus tempor scelerisque sed ut neque. Vestibulum eget nibh non enim faucibus tincidunt.",6/30/2009,5/31/2011
8423921,Data verification method and charged particle beam writing apparatus,"Mauris sed eleifend nulla. Praesent euismod hendrerit augue, dictum pulvinar dui tempus sit amet. Nulla justo eros, volutpat ac volutpat non, luctus id nisl. Sed a nisl sed urna consectetur rhoncus non malesuada turpis. In hac habitasse platea dictumst. Mauris dignissim tincidunt commodo. Curabitur eu nisl eget leo faucibus lacinia sed a diam. Mauris molestie dolor sit amet justo fringilla accumsan. Maecenas viverra aliquam magna, nec vehicula est volutpat sit amet. Nulla vel placerat urna. Maecenas est sapien, placerat non aliquet ac, mattis ac lorem. Vestibulum commodo lacinia erat, vel molestie justo placerat eget. Ut euismod vulputate augue, vel posuere nisl porttitor vel. Nulla facilisi.",1/16/2010,12/17/2011
8423920,Method of forming photomask by collecting verification data based on a layout of contour patterns,"Cras suscipit, dolor id auctor posuere, enim odio viverra ligula, ut commodo purus sapien gravida felis. Etiam scelerisque tempor lacinia. Aliquam lorem sem, interdum non pellentesque eget, euismod vel quam. Sed turpis lorem, fringilla sit amet lacinia eget, ultricies ut sapien. In vitae lobortis leo. Nulla tincidunt quam vel felis gravida eu sollicitudin nunc vulputate. Nulla facilisi. Donec sagittis elementum enim, tincidunt bibendum libero tincidunt ut. Vestibulum convallis metus sed metus tempor in placerat urna aliquet. Aliquam quis commodo risus.",10/8/2009,9/8/2011
8423918,Structure and methodology for fabrication and inspection of photomasks by a single design system,"Sed feugiat laoreet dui, non tincidunt nulla vulputate eu. Vestibulum purus tellus, lobortis non porttitor lacinia, sollicitudin ut enim. Nullam sodales vehicula rhoncus. Praesent varius neque scelerisque dolor tempus porta. Praesent vehicula mattis ante ac iaculis. Pellentesque pretium enim eu lacus congue vitae porttitor urna ornare. Aliquam sed massa mi, et tempor ipsum. Maecenas viverra placerat ultrices. Sed vitae mi tempus dolor semper varius vel in enim. Fusce eget diam quis dolor rutrum dictum.",6/30/2009,5/31/2011
8423917,Modeling thin-film stack topography effect on a photolithography process,"Ut volutpat diam vel augue tincidunt suscipit. Nunc lectus mi, adipiscing in egestas nec, iaculis ut libero. Praesent vitae diam eu massa ultrices gravida. Nulla aliquam tincidunt convallis. Aliquam euismod faucibus bibendum. Aenean rutrum euismod neque, et euismod arcu rhoncus quis. Curabitur risus mauris, blandit in interdum eu, vulputate in nibh. Sed mollis congue ante, sed ornare est blandit eget. Phasellus rutrum purus ut ligula tincidunt sagittis. Donec nec molestie nisl. Vestibulum nec sem non est laoreet egestas et a odio.",3/22/2009,2/20/2011
8423911,"Device, method, and graphical user interface for managing folders","Suspendisse elementum viverra diam, eu pretium nibh bibendum in. Fusce pharetra mauris ut lacus feugiat porttitor at vitae mauris. Nulla facilisi. Nam est massa, molestie sit amet pellentesque non, condimentum eu diam. Pellentesque sodales, turpis non viverra ullamcorper, erat tellus pretium magna, ac vestibulum nibh eros non neque. Nulla tempus venenatis leo, et faucibus massa dapibus vel. Ut nulla elit, congue suscipit posuere sit amet, aliquet eu eros. Sed sed justo metus. Etiam id lacus nec ligula ultricies elementum a eget urna. Mauris a arcu lorem. Sed erat odio, varius condimentum euismod sed, consectetur et eros. Etiam blandit posuere lacus, pretium gravida eros faucibus ut.",12/12/2008,11/12/2010
8423909,System and method for an interactive filter,"Vestibulum quis quam nec lorem congue interdum. In cursus, dui eu volutpat malesuada, est est lobortis massa, at consectetur odio felis ac magna. Fusce vitae nisl augue. Donec aliquet lacus sit amet metus faucibus pharetra. Ut quis tellus ut elit pulvinar fermentum et non quam. Curabitur nunc neque, blandit vel aliquam sed, adipiscing at nulla. In hac habitasse platea dictumst. Integer laoreet turpis quis diam volutpat ac scelerisque arcu viverra. Pellentesque elit tellus, placerat vel convallis vel, pharetra a ipsum. Maecenas auctor molestie interdum. Suspendisse faucibus risus quis ante suscipit nec bibendum sem fringilla. Maecenas porttitor vestibulum risus, in vestibulum dui pretium a. Sed sit amet sollicitudin est. Praesent id sapien imperdiet dui pulvinar aliquam. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Suspendisse id turpis vehicula sem scelerisque posuere ac condimentum ligula.",9/3/2008,4/26/2010
8423908,Method for identifying language of text in a handheld electronic device and a handheld electronic device incorporating the same,"Vivamus quis odio velit. Maecenas at dolor lacus, at dictum lorem. Duis a mi id nisi consequat porttitor nec ac diam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Phasellus sem dolor, ultrices ut fringilla sit amet, pharetra et lectus. Aenean commodo elit ut purus vestibulum ac pellentesque quam ornare. Cras tempus vulputate augue a viverra. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus dictum nisl vitae ligula sodales in cursus urna lobortis. Fusce laoreet, lorem aliquet euismod volutpat, orci diam tristique nibh, sed convallis nisl ante quis erat. Morbi eu ante leo, at ornare augue.",5/26/2008,1/16/2010
8423905,Automatically populating recipients in an instant messaging or other computer communication system,"Phasellus ipsum massa, auctor vitae fermentum vitae, tincidunt in enim. Duis scelerisque ante nec sem tristique molestie. In sit amet nunc orci, eu sagittis magna. Curabitur quis faucibus nunc. Proin aliquet euismod tincidunt. Aenean non ante odio, at posuere purus. Pellentesque id semper erat. Sed a lectus elit, non sodales risus. Donec venenatis quam eget tortor dignissim sollicitudin.",2/16/2008,10/8/2009
8423904,Mobile terminal and control method thereof,"Donec vulputate facilisis dolor sit amet faucibus. Vivamus sed enim sed elit tempus consectetur eu non ante. Suspendisse condimentum imperdiet feugiat. Nunc non lorem volutpat dolor scelerisque tempor. Nam hendrerit iaculis ante, vitae tempor metus consectetur vel. Aliquam erat volutpat. Aenean sem magna, dictum ac iaculis non, euismod eget sem. Nunc sit amet massa vestibulum nisi ullamcorper dictum id et nisl. Aliquam fermentum libero ut purus gravida luctus. Suspendisse dolor mauris, ultricies sed ultrices in, consectetur non neque. Sed sodales, metus sed imperdiet consequat, ligula massa consequat nunc, ut commodo libero elit eu tellus.",11/8/2007,6/30/2009
8423903,Aspect ratio hinting for resizable video windows,"Nulla non libero ante. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nunc a porta quam. Nulla nec tellus ligula. Praesent euismod rutrum posuere. Vivamus convallis, ante non ullamcorper porta, mauris odio fringilla ante, vitae facilisis velit mauris ut velit. Mauris magna sapien, posuere at aliquam et, porta vitae diam. Morbi pellentesque ipsum dapibus dolor dapibus ultrices.",4/6/2008,11/27/2009
8423900,Object based adaptive document resizing,"Maecenas arcu nulla, auctor eget malesuada at, dignissim eu nisi. Aliquam erat volutpat. Nunc eget lacus leo, eget sollicitudin neque. Donec hendrerit, justo id consequat accumsan, nisl risus vulputate justo, ut luctus erat justo sit amet urna. Pellentesque suscipit sollicitudin enim vel convallis. Etiam ac nisl et elit ultricies sagittis. Cras luctus tincidunt purus nec interdum. Duis pulvinar, massa et pretium consectetur, est leo porttitor odio, ac rhoncus arcu nunc eu nunc. Duis porttitor, tortor nec semper faucibus, felis metus adipiscing dui, et volutpat diam nulla vel metus. Nullam cursus imperdiet elit non condimentum. Integer pharetra, nisl sed gravida iaculis, leo purus mattis mi, id adipiscing nisl sapien non nibh. Cras ut sagittis ante. Cras non mauris sem, in vehicula felis. Cras sit amet dolor a nisl laoreet pretium. Nunc vel tellus at elit dapibus consequat vel et felis. Curabitur eleifend interdum cursus.",9/3/2008,4/26/2010
8423898,System and method for performing calculations using a portable electronic device,"Vestibulum justo odio, tincidunt et auctor at, ullamcorper ac mi. Phasellus nec mauris turpis. Integer porttitor euismod nulla, at tempus lectus bibendum et. Praesent egestas nulla id felis interdum a venenatis leo posuere. In hac habitasse platea dictumst. Pellentesque felis urna, hendrerit ornare ultrices non, scelerisque nec turpis. In ut lorem vitae quam pulvinar vehicula. Mauris sollicitudin augue vitae enim dapibus in viverra lacus dignissim. Nulla pharetra elit eu urna venenatis bibendum. Vestibulum viverra metus rhoncus neque fringilla quis pharetra leo tristique. Sed mollis ante quis leo vulputate sagittis. Nulla facilisi. Nullam non neque non felis sollicitudin feugiat. Donec aliquam laoreet pellentesque.",1/31/2009,11/27/2009
8423893,User interface for managing the operation of networked media playback devices,"Pellentesque ac lacus enim. Nunc lectus sapien, hendrerit a laoreet vel, ultricies sed leo. Donec aliquam dolor massa. Sed et sapien nibh, vitae interdum libero. Suspendisse potenti. Donec vel ante vel elit luctus pretium et eu neque. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Morbi quis cursus ante. Etiam dapibus dui dui, ac fringilla urna. Nam lorem nisi, tempus et fringilla sed, vehicula in mi.",6/30/2009,4/26/2010
8423889,Device specific presentation control for electronic book reader devices,"Duis id elit enim, ut euismod erat. In nulla risus, scelerisque nec porta in, placerat et dolor. Integer tempor pharetra erat non euismod. Nulla tincidunt purus non enim elementum at hendrerit ipsum iaculis. Vestibulum tincidunt suscipit tellus, convallis convallis arcu luctus in. Duis et augue felis, ut faucibus nisl. Vestibulum ultricies leo at leo interdum sit amet tincidunt mauris commodo. Sed euismod tincidunt quam, eu cursus turpis volutpat vel. Sed vel metus dui, vestibulum lobortis ligula. Duis sit amet quam enim, et dictum ligula. Sed sed est dui, vitae adipiscing augue. Curabitur mattis, leo quis aliquet ultrices, nibh quam imperdiet sem, ac pellentesque felis massa vel massa.",1/31/2009,11/27/2009
8423887,Information processing apparatus and information processing method,"Quisque suscipit imperdiet mi a tristique. Nulla tempus massa a nibh iaculis nec adipiscing lorem accumsan. Mauris ullamcorper ultricies ipsum, quis pulvinar nibh tincidunt vitae. Mauris sed quam eu nisi pharetra interdum. Cras dapibus neque sed dui cursus imperdiet. Quisque eros magna, mollis et auctor ac, varius nec dolor. Duis urna metus, dapibus eget facilisis et, dictum eu risus.",9/3/2008,6/30/2009
8423886,Systems and methods for document analysis,"Sed turpis nunc, ornare sed imperdiet id, sollicitudin ut nunc. Maecenas semper vulputate augue, sed ultrices sem vulputate et. Aliquam sit amet velit at nulla hendrerit fringilla interdum nec tortor. Suspendisse congue egestas est, aliquet hendrerit risus dignissim in. Morbi vitae fermentum tortor. Quisque nibh nulla, molestie et egestas et, ullamcorper ut libero. Etiam ut nisl quis velit gravida sodales. Mauris ut malesuada erat. Praesent quis ultricies massa. Mauris eu lacus dolor, id rutrum enim. Maecenas nunc eros, sagittis congue ultrices nec, dapibus id nisi. Cras porttitor ornare nunc, quis gravida nibh sagittis eget. Praesent ut sapien massa. Cras sed enim ante. Etiam at erat nunc, eget lobortis elit.",4/6/2008,1/31/2009
8423885,Updating search engine document index based on calculated age of changed portions in a document,"Vivamus eleifend tristique mi eu aliquet. Nullam et est a ante fringilla volutpat. Vivamus quis sapien a lectus pretium auctor eu nec nunc. Nullam nisl lectus, fringilla in volutpat ut, feugiat sit amet enim. In at leo at mauris fringilla tristique. Morbi eu dolor diam. Donec facilisis, lorem a ornare pretium, augue nisl porta turpis, in lobortis felis metus at dolor. Fusce dictum sapien ut est placerat venenatis. Nullam fermentum neque ac lectus feugiat auctor. Pellentesque nibh est, hendrerit et interdum quis, eleifend eget nisi. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos.",11/8/2007,9/3/2008
8423881,Systems and methods for placing visual links to digital media on physical media,"Aenean ultricies adipiscing risus eget pellentesque. Donec ante enim, ultrices et accumsan bibendum, feugiat pretium lorem. Etiam vulputate, lorem non accumsan feugiat, dolor mauris bibendum tellus, a blandit risus lacus ut nulla. Sed eget orci vitae eros ullamcorper euismod. Nulla facilisi. Vivamus tristique sapien quis augue dictum sit amet rhoncus dui pellentesque. Proin vitae est vitae tortor lacinia eleifend.",6/11/2007,1/31/2009
8423880,Transmission device estimation method and estimating unit,"Nulla eu est id lacus cursus euismod ac nec quam. Maecenas vel urna erat. Mauris massa elit, pretium id consequat eget, iaculis non tortor. In malesuada sapien vel mauris feugiat in tristique diam lacinia. Aliquam iaculis, nulla id commodo rutrum, felis ligula gravida ligula, id ultricies nibh tellus non arcu. Maecenas id nulla at arcu placerat commodo sit amet quis orci. Donec vulputate quam sed nibh lobortis vestibulum ac eu nisl. Fusce elementum euismod ipsum non eleifend. Pellentesque tempor vehicula nunc, id blandit eros pellentesque sit amet.",1/12/2007,9/3/2008
8423879,Method and apparatus for test generation from hybrid diagrams with combined data flow and statechart notation,"Ut ut nibh nibh, quis sollicitudin metus. Praesent sagittis accumsan porttitor. Ut congue tortor a neque porttitor malesuada. Vestibulum vitae consequat tellus. Duis aliquam rutrum fermentum. Mauris tristique magna vitae magna vulputate vitae rhoncus mauris lobortis. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Integer at lobortis odio. Maecenas at nulla quis sapien aliquam interdum. Donec sit amet dolor nunc, rhoncus scelerisque est. Phasellus at leo neque, rutrum rutrum est. Morbi porttitor suscipit sapien non posuere. Curabitur condimentum sagittis leo a malesuada.",8/15/2006,4/6/2008
8423876,Low-density parity check convolution code (LDPC-CC) encoder and LDPC-CC decoder,"Maecenas et interdum nibh. Aliquam erat volutpat. Ut eu erat eros, ac blandit mi. Pellentesque porttitor velit molestie ipsum dignissim dictum. Nam arcu neque, sodales sit amet molestie a, sollicitudin eu nibh. Mauris sed lacus lacus, eget tempor purus. Integer facilisis adipiscing vestibulum.",3/18/2006,11/8/2007
8423873,Decoding techniques for correcting errors using soft information,"Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Aliquam lacus mauris, elementum eu elementum at, consectetur at enim. Aenean egestas, diam at ornare ultricies, lacus enim gravida tellus, ac venenatis velit neque nec purus. Donec elementum bibendum ante. Praesent odio turpis, fringilla non iaculis vitae, vulputate quis nisi. Morbi convallis aliquet tristique. Aenean venenatis, arcu in posuere sagittis, nisi mauris malesuada nibh, ut elementum elit quam ac lorem. Fusce mauris augue, molestie nec dignissim non, convallis et est. Vivamus feugiat placerat dictum. Praesent non tortor quam.",10/19/2005,6/11/2007
